timestamp,people,gaits,env,sound
1756701388.4183362,0,None,day|clouds,63
1756701388.615385,0,None,day|clouds,43
1756701388.7580442,0,None,day|clouds,48
1756701388.9318922,0,None,day|clouds,56
1756701389.0951593,0,None,day|clouds,47
1756701389.2715232,0,None,day|clouds,46
1756701389.4518251,0,None,day|clouds,108
1756701389.622306,0,None,day|clouds,48
1756701389.7895694,0,None,day|clouds,55
1756701389.9555173,0,None,day|clouds,43
1756701390.1246111,0,None,day|clouds,43
1756701390.2985852,0,None,day|clouds,76
1756701390.450513,0,None,day|clouds,109
1756701390.6010287,0,None,day|clouds,56
1756701390.7544136,0,None,day|clouds,76
1756701390.9373324,0,None,day|clouds,100
1756701391.1064498,0,None,day|clouds,108
1756701391.2584605,0,None,day|clouds,59
1756701391.411992,0,None,day|clouds,65
1756701391.590683,0,None,day|clouds,104
1756701391.7760382,0,None,day|clouds,69
1756701391.94523,0,None,day|clouds,49
1756701392.1176894,0,None,day|clouds,45
1756701392.3295133,0,None,day|clouds,64
1756701392.4795575,0,None,day|clouds,87
1756701392.6397376,0,None,day|clouds,88
1756701392.8120606,0,None,day|clouds,100
1756701392.9776132,0,None,day|clouds,110
1756701393.1348617,0,None,day|clouds,107
1756701393.2986667,0,None,day|clouds,96
1756701393.490065,0,None,day|clouds,110
1756701393.6532521,0,None,day|clouds,55
1756701393.8147826,0,None,day|clouds,51
1756701393.9758458,0,None,day|clouds,93
1756701394.1581082,0,None,day|clouds,69
1756701394.3564517,0,None,day|clouds,90
1756701394.5795782,0,None,day|clouds,86
1756701394.7424185,0,None,day|clouds,66
1756701394.9427083,0,None,day|clouds,42
1756701395.1524017,0,None,day|clouds,100
1756701395.3555803,0,None,day|clouds,85
1756701395.506595,0,None,day|clouds,53
1756701395.6827028,0,None,day|clouds,73
1756701395.8562465,0,None,day|clouds,92
1756701396.0606897,0,None,day|clouds,54
1756701396.2154994,0,None,day|clouds,49
1756701396.3993082,0,None,day|clouds,93
1756701396.5667222,0,None,day|clouds,54
1756701396.7450535,0,None,day|clouds,62
1756701396.9568937,0,None,day|clouds,62
1756701397.1172466,0,None,day|clouds,80
1756701397.2972345,0,None,day|clouds,96
1756701397.4775815,0,None,day|clouds,44
1756701397.6521015,0,None,day|clouds,54
1756701397.8230546,0,None,day|clouds,87
1756701397.991585,0,None,day|clouds,59
1756701398.152969,0,None,day|clouds,49
1756701398.3036227,0,None,day|clouds,55
1756701398.4519475,0,None,day|clouds,94
1756701398.6020422,0,None,day|clouds,105
1756701398.7472634,0,None,day|clouds,75
1756701398.905807,0,None,day|clouds,43
1756701399.069393,0,None,day|clouds,99
1756701399.236946,0,None,day|clouds,87
1756701399.407997,0,None,day|clouds,110
1756701399.580789,0,None,day|clouds,102
1756701399.7525895,0,None,day|clouds,109
1756701399.9038994,0,None,day|clouds,65
1756701400.0594554,0,None,day|clouds,57
1756701400.2292316,0,None,day|clouds,50
1756701400.3868682,0,None,day|clouds,102
1756701400.5475402,0,None,day|clouds,96
1756701400.6960874,0,None,day|clouds,52
1756701400.8462136,0,None,day|clouds,71
1756701400.9988773,0,None,day|clouds,46
1756701401.1429143,0,None,day|clouds,50
1756701401.310344,0,None,day|clouds,95
1756701401.4764302,0,None,day|clouds,42
1756701401.6861007,0,None,day|clouds,82
1756701401.8871145,0,None,day|clouds,89
1756701402.0592608,0,None,day|clouds,82
1756701402.2247574,0,None,day|clouds,42
1756701402.3878481,0,None,day|clouds,104
1756701402.574338,0,None,day|clouds,61
1756701402.7428908,0,None,day|clouds,99
1756701402.9195352,0,None,day|clouds,81
1756701403.0931017,0,None,day|clouds,50
1756701403.2904773,0,None,day|clouds,75
1756701403.475889,0,None,day|clouds,76
1756701403.6598263,0,None,day|clouds,96
1756701403.8800027,0,None,day|clouds,96
1756701404.120874,0,None,day|clouds,69
1756701404.3533983,0,None,day|clouds,56
1756701404.5427513,0,None,day|clouds,89
1756701404.7621498,0,None,day|clouds,61
1756701404.968415,0,None,day|clouds,41
1756701405.1997736,0,None,day|clouds,43
1756701405.4219506,0,None,day|clouds,97
1756701405.6335785,0,None,day|clouds,59
1756701405.8547146,0,None,day|clouds,67
1756701406.1119292,0,None,day|clouds,85
1756701406.337321,0,None,day|clouds,43
1756701406.5639124,0,None,day|clouds,66
1756701406.772308,0,None,day|clouds,101
1756701406.99424,0,None,day|clouds,46
1756701407.178489,0,None,day|clouds,98
1756701407.3769386,0,None,day|clouds,107
1756701407.60131,0,None,day|clouds,60
1756701407.821116,0,None,day|clouds,62
1756701408.0960572,0,None,day|clouds,68
1756701408.3443754,0,None,day|clouds,50
1756701408.578938,0,None,day|clouds,53
1756701408.788756,0,None,day|clouds,49
1756701408.9926164,0,None,day|clouds,49
1756701409.166284,0,None,day|clouds,107
1756701409.3249788,0,None,day|clouds,84
1756701409.5134296,0,None,day|clouds,74
1756701409.7184634,0,None,day|clouds,71
1756701409.9257593,0,None,day|clouds,86
1756701410.109475,0,None,day|clouds,46
1756701410.2980795,0,None,day|clouds,88
1756701410.5032792,0,None,day|clouds,90
1756701410.6822894,0,None,day|clouds,48
1756701410.8806472,0,None,day|clouds,103
1756701411.092931,0,None,day|clouds,61
1756701411.30757,0,None,day|clouds,107
1756701411.5044868,0,None,day|clouds,72
1756701411.6935565,0,None,day|clouds,87
1756701411.9071143,0,None,day|clouds,104
1756701412.1130576,0,None,day|clouds,95
1756701412.2634647,0,None,day|clouds,73
1756701412.4006493,0,None,day|clouds,91
1756701412.5270956,0,None,day|clouds,81
1756701412.6500306,0,None,day|clouds,51
1756701412.7783606,0,None,day|clouds,42
1756701412.9890513,0,None,day|clouds,104
1756701413.1245365,0,None,day|clouds,57
1756701413.265784,0,None,day|clouds,56
1756701413.4086719,0,None,day|clouds,69
1756701413.5479465,0,None,day|clouds,104
1756701413.6767397,0,None,day|clouds,110
1756701413.8091598,0,None,day|clouds,65
1756701413.9342268,0,None,day|clouds,42
1756701414.0558155,0,None,day|clouds,86
1756701414.2082663,0,None,day|clouds,104
1756701414.3363004,0,None,day|clouds,84
1756701414.464523,0,None,day|clouds,104
1756701414.594337,0,None,day|clouds,64
1756701414.7294273,0,None,day|clouds,50
1756701414.8601246,0,None,day|clouds,79
1756701414.9806354,0,None,day|clouds,107
1756701415.1068943,0,None,day|clouds,82
1756701415.2251034,0,None,day|clouds,78
1756701415.3562222,0,None,day|clouds,103
1756701415.4815938,0,None,day|clouds,52
1756701415.596095,0,None,day|clouds,77
1756701415.721025,0,None,day|clouds,95
1756701415.8615263,0,None,day|clouds,41
1756701416.0007508,0,None,day|clouds,110
1756701416.1234667,0,None,day|clouds,55
1756701416.249729,0,None,day|clouds,106
1756701416.366633,0,None,day|clouds,68
1756701416.4947045,0,None,day|clouds,40
1756701416.6214838,0,None,day|clouds,61
1756701416.7422965,0,None,day|clouds,56
1756701416.868227,0,None,day|clouds,92
1756701416.9910917,0,None,day|clouds,55
1756701417.1173322,0,None,day|clouds,69
1756701417.2349606,0,None,day|clouds,67
1756701417.3502393,0,None,day|clouds,50
1756701417.464334,0,None,day|clouds,87
1756701417.5789607,0,None,day|clouds,78
1756701417.6931102,0,None,day|clouds,78
1756701417.8061879,0,None,day|clouds,94
1756701417.923808,0,None,day|clouds,82
1756701418.0353675,0,None,day|clouds,94
1756701418.1498377,0,None,day|clouds,73
1756701418.261469,0,None,day|clouds,99
